province,district,year,month,precip_mm,sunshine_hours_month
Yozgat,Akdağmadeni,2020,10,9.5,322.0
Yozgat,Akdağmadeni,2020,11,18.4,234.0
Yozgat,Akdağmadeni,2020,12,20.2,236.0
Yozgat,Akdağmadeni,2021,1,46.7,229.0
Yozgat,Akdağmadeni,2021,2,29.9,255.0
Yozgat,Akdağmadeni,2021,3,75.9,263.0
Yozgat,Akdağmadeni,2021,4,56.7,269.0
Yozgat,Akdağmadeni,2021,5,50.0,364.0
Yozgat,Akdağmadeni,2021,6,44.8,420.0
Yozgat,Akdağmadeni,2021,7,12.9,425.0
Yozgat,Akdağmadeni,2021,8,49.7,359.0
Yozgat,Akdağmadeni,2021,9,43.8,317.0
Yozgat,Akdağmadeni,2021,10,8.9,299.0
Yozgat,Akdağmadeni,2021,11,68.9,214.0
Yozgat,Akdağmadeni,2021,12,28.7,225.0
Yozgat,Akdağmadeni,2022,1,79.8,181.0
Yozgat,Akdağmadeni,2022,2,32.9,201.0
Yozgat,Akdağmadeni,2022,3,86.1,211.0
Yozgat,Akdağmadeni,2022,4,39.3,324.0
Yozgat,Akdağmadeni,2022,5,65.1,322.0
Yozgat,Akdağmadeni,2022,6,60.7,374.0
Yozgat,Akdağmadeni,2022,7,4.6,386.0
Yozgat,Akdağmadeni,2022,8,1.3,398.0
Yozgat,Akdağmadeni,2022,9,25.5,321.0
Yozgat,Akdağmadeni,2022,10,64.8,264.0
Yozgat,Akdağmadeni,2022,11,32.5,228.0
Yozgat,Akdağmadeni,2022,12,19.0,246.0
Yozgat,Akdağmadeni,2023,1,11.4,266.0
Yozgat,Akdağmadeni,2023,2,37.8,225.0
Yozgat,Akdağmadeni,2023,3,158.6,233.0
Yozgat,Akdağmadeni,2023,4,112.8,286.0
Yozgat,Akdağmadeni,2023,5,74.9,336.0
Yozgat,Akdağmadeni,2023,6,119.7,345.0
Yozgat,Akdağmadeni,2023,7,36.9,420.0
Yozgat,Akdağmadeni,2023,8,5.2,395.0
Yozgat,Akdağmadeni,2023,9,9.8,333.0
Yozgat,Akdağmadeni,2023,10,24.7,285.0
Yozgat,Akdağmadeni,2023,11,62.0,243.0
Yozgat,Akdağmadeni,2023,12,40.8,213.0
Yozgat,Akdağmadeni,2024,1,80.7,197.0
Yozgat,Akdağmadeni,2024,2,11.3,251.0
Yozgat,Akdağmadeni,2024,3,63.8,253.0
Yozgat,Akdağmadeni,2024,4,21.7,310.0
Yozgat,Akdağmadeni,2024,5,124.5,313.0
Yozgat,Akdağmadeni,2024,6,4.6,424.0
Yozgat,Akdağmadeni,2024,7,22.4,415.0
Yozgat,Akdağmadeni,2024,8,35.5,390.0
Yozgat,Akdağmadeni,2024,9,24.2,323.0
Yozgat,Akdağmadeni,2024,10,16.1,290.0
Yozgat,Akdağmadeni,2024,11,55.7,231.0
Yozgat,Akdağmadeni,2024,12,35.8,210.0
Yozgat,Aydıncık,2015,1,58.7,206.0
Yozgat,Aydıncık,2015,2,54.5,200.0
Yozgat,Aydıncık,2015,3,97.0,253.0
Yozgat,Aydıncık,2015,4,50.8,315.0
Yozgat,Aydıncık,2015,5,66.2,357.0
Yozgat,Aydıncık,2015,6,86.5,359.0
Yozgat,Aydıncık,2015,7,2.7,422.0
Yozgat,Aydıncık,2015,8,10.6,385.0
Yozgat,Aydıncık,2015,9,16.0,336.0
Yozgat,Aydıncık,2015,10,62.0,225.0
Yozgat,Aydıncık,2015,11,21.7,245.0
Yozgat,Aydıncık,2015,12,12.6,257.0
Yozgat,Aydıncık,2016,1,114.4,168.0
Yozgat,Aydıncık,2016,2,42.2,226.0
Yozgat,Aydıncık,2016,3,86.3,287.0
Yozgat,Aydıncık,2016,4,36.6,352.0
Yozgat,Aydıncık,2016,5,109.0,339.0
Yozgat,Aydıncık,2016,6,67.0,394.0
Yozgat,Aydıncık,2016,7,2.2,430.0
Yozgat,Aydıncık,2016,8,4.6,394.0
Yozgat,Aydıncık,2016,9,24.7,324.0
Yozgat,Aydıncık,2016,10,5.0,285.0
Yozgat,Aydıncık,2016,11,44.6,242.0
Yozgat,Aydıncık,2016,12,62.5,194.0
Yozgat,Aydıncık,2017,1,51.6,223.0
Yozgat,Aydıncık,2017,2,7.2,247.0
Yozgat,Aydıncık,2017,3,56.6,310.0
Yozgat,Aydıncık,2017,4,50.2,331.0
Yozgat,Aydıncık,2017,5,78.5,317.0
Yozgat,Aydıncık,2017,6,59.7,400.0
Yozgat,Aydıncık,2017,7,2.6,412.0
Yozgat,Aydıncık,2017,8,5.7,370.0
Yozgat,Aydıncık,2017,9,7.4,340.0
Yozgat,Aydıncık,2017,10,26.7,273.0
Yozgat,Aydıncık,2017,11,34.7,232.0
Yozgat,Aydıncık,2017,12,85.0,214.0
Yozgat,Aydıncık,2018,1,74.7,181.0
Yozgat,Aydıncık,2018,2,35.2,221.0
Yozgat,Aydıncık,2018,3,64.3,253.0
Yozgat,Aydıncık,2018,4,10.2,362.0
Yozgat,Aydıncık,2018,5,62.2,353.0
Yozgat,Aydıncık,2018,6,19.8,401.0
Yozgat,Aydıncık,2018,7,1.8,425.0
Yozgat,Aydıncık,2018,8,2.4,402.0
Yozgat,Aydıncık,2018,9,12.2,313.0
Yozgat,Aydıncık,2018,10,40.7,276.0
Yozgat,Aydıncık,2018,11,28.5,203.0
Yozgat,Aydıncık,2018,12,112.0,172.0
Yozgat,Aydıncık,2019,1,79.3,209.0
Yozgat,Aydıncık,2019,2,29.3,188.0
Yozgat,Aydıncık,2019,3,44.5,261.0
Yozgat,Aydıncık,2019,4,62.1,255.0
Yozgat,Aydıncık,2019,5,37.2,354.0
Yozgat,Aydıncık,2019,6,48.2,384.0
Yozgat,Aydıncık,2019,7,10.5,403.0
Yozgat,Aydıncık,2019,8,35.0,371.0
Yozgat,Aydıncık,2019,9,9.0,319.0
Yozgat,Aydıncık,2019,10,11.1,286.0
Yozgat,Aydıncık,2019,11,30.3,247.0
Yozgat,Aydıncık,2019,12,77.7,156.0
Yozgat,Aydıncık,2020,1,51.7,166.0
Yozgat,Aydıncık,2020,2,63.9,190.0
Yozgat,Aydıncık,2020,3,40.0,247.0
Yozgat,Aydıncık,2020,4,28.3,287.0
Yozgat,Aydıncık,2020,5,50.9,357.0
Yozgat,Aydıncık,2020,6,54.0,410.0
Yozgat,Aydıncık,2020,7,1.9,422.0
Yozgat,Aydıncık,2020,8,1.1,403.0
Yozgat,Aydıncık,2020,9,3.5,337.0
Yozgat,Aydıncık,2020,10,5.8,312.0
Yozgat,Aydıncık,2020,11,23.8,232.0
Yozgat,Aydıncık,2020,12,16.3,231.0
Yozgat,Aydıncık,2021,1,33.1,228.0
Yozgat,Aydıncık,2021,2,35.7,246.0
Yozgat,Aydıncık,2021,3,99.3,233.0
Yozgat,Aydıncık,2021,4,47.5,270.0
Yozgat,Aydıncık,2021,5,39.1,367.0
Yozgat,Aydıncık,2021,6,46.7,412.0
Yozgat,Aydıncık,2021,7,8.4,427.0
Yozgat,Aydıncık,2021,8,45.5,371.0
Yozgat,Aydıncık,2021,9,28.3,309.0
Yozgat,Aydıncık,2021,10,15.7,289.0
Yozgat,Aydıncık,2021,11,53.1,205.0
Yozgat,Aydıncık,2021,12,44.4,225.0
Yozgat,Aydıncık,2022,1,109.6,187.0
Yozgat,Aydıncık,2022,2,59.6,174.0
Yozgat,Aydıncık,2022,3,73.6,214.0
Yozgat,Aydıncık,2022,4,44.4,317.0
Yozgat,Aydıncık,2022,5,57.1,320.0
Yozgat,Aydıncık,2022,6,83.4,367.0
Yozgat,Aydıncık,2022,7,11.9,386.0
Yozgat,Aydıncık,2022,8,0.4,397.0
Yozgat,Aydıncık,2022,9,26.5,318.0
Yozgat,Aydıncık,2022,10,52.5,234.0
Yozgat,Aydıncık,2022,11,23.5,236.0
Yozgat,Aydıncık,2022,12,41.9,240.0
Yozgat,Aydıncık,2023,1,21.5,253.0
Yozgat,Aydıncık,2023,2,40.5,213.0
Yozgat,Aydıncık,2023,3,135.4,232.0
Yozgat,Aydıncık,2023,4,118.6,289.0
Yozgat,Aydıncık,2023,5,120.3,314.0
Yozgat,Aydıncık,2023,6,118.2,351.0
Yozgat,Aydıncık,2023,7,37.6,423.0
Yozgat,Aydıncık,2023,8,1.2,385.0
Yozgat,Aydıncık,2023,9,7.7,320.0
Yozgat,Aydıncık,2023,10,24.7,273.0
Yozgat,Aydıncık,2023,11,58.3,243.0
Yozgat,Aydıncık,2023,12,43.5,213.0
Yozgat,Aydıncık,2024,1,46.6,180.0
Yozgat,Aydıncık,2024,2,15.8,234.0
Yozgat,Aydıncık,2024,3,65.2,257.0
Yozgat,Aydıncık,2024,4,16.9,310.0
Yozgat,Aydıncık,2024,5,145.1,303.0
Yozgat,Aydıncık,2024,6,8.2,417.0
Yozgat,Aydıncık,2024,7,17.3,421.0
Yozgat,Aydıncık,2024,8,5.6,380.0
Yozgat,Aydıncık,2024,9,24.8,312.0
Yozgat,Aydıncık,2024,10,15.1,288.0
Yozgat,Aydıncık,2024,11,63.7,198.0
Yozgat,Aydıncık,2024,12,47.2,210.0
Yozgat,Boğazlıyan,2015,1,49.4,220.0
Yozgat,Boğazlıyan,2015,2,42.2,243.0
Yozgat,Boğazlıyan,2015,3,95.6,279.0
Yozgat,Boğazlıyan,2015,4,40.6,332.0
Yozgat,Boğazlıyan,2015,5,44.9,380.0
Yozgat,Boğazlıyan,2015,6,47.0,394.0
Yozgat,Boğazlıyan,2015,7,0.3,411.0
Yozgat,Boğazlıyan,2015,8,4.1,390.0
Yozgat,Boğazlıyan,2015,9,1.7,352.0
Yozgat,Boğazlıyan,2015,10,18.5,281.0
Yozgat,Boğazlıyan,2015,11,14.6,261.0
Yozgat,Boğazlıyan,2015,12,12.0,261.0
Yozgat,Boğazlıyan,2016,1,96.4,180.0
Yozgat,Boğazlıyan,2016,2,42.4,253.0
Yozgat,Boğazlıyan,2016,3,55.6,301.0
Yozgat,Boğazlıyan,2016,4,18.4,362.0
Yozgat,Boğazlıyan,2016,5,102.7,364.0
Yozgat,Boğazlıyan,2016,6,19.1,404.0
Yozgat,Boğazlıyan,2016,7,0.0,427.0
Yozgat,Boğazlıyan,2016,8,0.3,406.0
Yozgat,Boğazlıyan,2016,9,15.0,344.0
Yozgat,Boğazlıyan,2016,10,1.3,325.0
Yozgat,Boğazlıyan,2016,11,19.3,256.0
Yozgat,Boğazlıyan,2016,12,44.3,202.0
Yozgat,Boğazlıyan,2017,1,54.4,254.0
Yozgat,Boğazlıyan,2017,2,11.3,267.0
Yozgat,Boğazlıyan,2017,3,41.9,317.0
Yozgat,Boğazlıyan,2017,4,43.2,337.0
Yozgat,Boğazlıyan,2017,5,46.2,342.0
Yozgat,Boğazlıyan,2017,6,21.1,405.0
Yozgat,Boğazlıyan,2017,7,0.0,433.0
Yozgat,Boğazlıyan,2017,8,6.1,404.0
Yozgat,Boğazlıyan,2017,9,0.9,351.0
Yozgat,Boğazlıyan,2017,10,26.9,315.0
Yozgat,Boğazlıyan,2017,11,38.3,236.0
Yozgat,Boğazlıyan,2017,12,49.4,230.0
Yozgat,Boğazlıyan,2018,1,67.9,188.0
Yozgat,Boğazlıyan,2018,2,24.7,234.0
Yozgat,Boğazlıyan,2018,3,86.6,261.0
Yozgat,Boğazlıyan,2018,4,8.8,354.0
Yozgat,Boğazlıyan,2018,5,56.1,366.0
Yozgat,Boğazlıyan,2018,6,13.3,412.0
Yozgat,Boğazlıyan,2018,7,0.2,429.0
Yozgat,Boğazlıyan,2018,8,0.7,403.0
Yozgat,Boğazlıyan,2018,9,1.3,348.0
Yozgat,Boğazlıyan,2018,10,30.6,310.0
Yozgat,Boğazlıyan,2018,11,13.1,237.0
Yozgat,Boğazlıyan,2018,12,86.7,178.0
Yozgat,Boğazlıyan,2019,1,65.0,219.0
Yozgat,Boğazlıyan,2019,2,28.9,217.0
Yozgat,Boğazlıyan,2019,3,28.4,303.0
Yozgat,Boğazlıyan,2019,4,48.0,260.0
Yozgat,Boğazlıyan,2019,5,26.6,360.0
Yozgat,Boğazlıyan,2019,6,56.3,398.0
Yozgat,Boğazlıyan,2019,7,17.6,419.0
Yozgat,Boğazlıyan,2019,8,13.4,391.0
Yozgat,Boğazlıyan,2019,9,5.6,331.0
Yozgat,Boğazlıyan,2019,10,5.1,327.0
Yozgat,Boğazlıyan,2019,11,29.2,258.0
Yozgat,Boğazlıyan,2019,12,72.6,185.0
Yozgat,Boğazlıyan,2020,1,60.6,180.0
Yozgat,Boğazlıyan,2020,2,75.9,212.0
Yozgat,Boğazlıyan,2020,3,53.1,253.0
Yozgat,Boğazlıyan,2020,4,37.3,315.0
Yozgat,Boğazlıyan,2020,5,59.5,361.0
Yozgat,Boğazlıyan,2020,6,25.3,413.0
Yozgat,Boğazlıyan,2020,7,0.8,433.0
Yozgat,Boğazlıyan,2020,8,0.0,405.0
Yozgat,Boğazlıyan,2020,9,0.5,349.0
Yozgat,Boğazlıyan,2020,10,11.9,326.0
Yozgat,Boğazlıyan,2020,11,21.6,260.0
Yozgat,Boğazlıyan,2020,12,30.5,239.0
Yozgat,Boğazlıyan,2021,1,54.1,229.0
Yozgat,Boğazlıyan,2021,2,22.9,252.0
Yozgat,Boğazlıyan,2021,3,65.2,271.0
Yozgat,Boğazlıyan,2021,4,48.6,287.0
Yozgat,Boğazlıyan,2021,5,19.0,381.0
Yozgat,Boğazlıyan,2021,6,27.3,417.0
Yozgat,Boğazlıyan,2021,7,2.8,427.0
Yozgat,Boğazlıyan,2021,8,32.4,378.0
Yozgat,Boğazlıyan,2021,9,23.9,333.0
Yozgat,Boğazlıyan,2021,10,5.1,328.0
Yozgat,Boğazlıyan,2021,11,37.5,224.0
Yozgat,Boğazlıyan,2021,12,32.9,229.0
Yozgat,Boğazlıyan,2022,1,76.2,182.0
Yozgat,Boğazlıyan,2022,2,24.0,210.0
Yozgat,Boğazlıyan,2022,3,65.0,254.0
Yozgat,Boğazlıyan,2022,4,25.3,337.0
Yozgat,Boğazlıyan,2022,5,42.6,336.0
Yozgat,Boğazlıyan,2022,6,52.4,389.0
Yozgat,Boğazlıyan,2022,7,3.1,422.0
Yozgat,Boğazlıyan,2022,8,0.0,405.0
Yozgat,Boğazlıyan,2022,9,20.1,344.0
Yozgat,Boğazlıyan,2022,10,34.0,297.0
Yozgat,Boğazlıyan,2022,11,33.9,233.0
Yozgat,Boğazlıyan,2022,12,20.8,247.0
Yozgat,Boğazlıyan,2023,1,17.4,267.0
Yozgat,Boğazlıyan,2023,2,26.3,228.0
Yozgat,Boğazlıyan,2023,3,124.5,245.0
Yozgat,Boğazlıyan,2023,4,120.3,292.0
Yozgat,Boğazlıyan,2023,5,68.6,354.0
Yozgat,Boğazlıyan,2023,6,119.9,361.0
Yozgat,Boğazlıyan,2023,7,17.7,431.0
Yozgat,Boğazlıyan,2023,8,9.5,401.0
Yozgat,Boğazlıyan,2023,9,14.2,350.0
Yozgat,Boğazlıyan,2023,10,27.7,299.0
Yozgat,Boğazlıyan,2023,11,71.8,242.0
Yozgat,Boğazlıyan,2023,12,34.9,222.0
Yozgat,Boğazlıyan,2024,1,85.1,208.0
Yozgat,Boğazlıyan,2024,2,10.3,262.0
Yozgat,Boğazlıyan,2024,3,62.3,275.0
Yozgat,Boğazlıyan,2024,4,44.2,314.0
Yozgat,Boğazlıyan,2024,5,121.2,339.0
Yozgat,Boğazlıyan,2024,6,10.3,421.0
Yozgat,Boğazlıyan,2024,7,12.7,419.0
Yozgat,Boğazlıyan,2024,8,19.2,401.0
Yozgat,Boğazlıyan,2024,9,27.5,334.0
Yozgat,Boğazlıyan,2024,10,4.7,315.0
Yozgat,Boğazlıyan,2024,11,40.3,228.0
Yozgat,Boğazlıyan,2024,12,57.5,222.0
Yozgat,Kadışehri,2015,1,63.0,212.0
Yozgat,Kadışehri,2015,2,58.7,213.0
Yozgat,Kadışehri,2015,3,116.1,256.0
Yozgat,Kadışehri,2015,4,60.1,316.0
Yozgat,Kadışehri,2015,5,73.7,363.0
Yozgat,Kadışehri,2015,6,50.7,380.0
Yozgat,Kadışehri,2015,7,3.7,413.0
Yozgat,Kadışehri,2015,8,10.4,384.0
Yozgat,Kadışehri,2015,9,14.9,346.0
Yozgat,Kadışehri,2015,10,52.7,241.0
Yozgat,Kadışehri,2015,11,20.8,255.0
Yozgat,Kadışehri,2015,12,17.1,263.0
Yozgat,Kadışehri,2016,1,114.7,169.0
Yozgat,Kadışehri,2016,2,53.1,227.0
Yozgat,Kadışehri,2016,3,79.4,297.0
Yozgat,Kadışehri,2016,4,39.9,356.0
Yozgat,Kadışehri,2016,5,119.6,353.0
Yozgat,Kadışehri,2016,6,36.3,399.0
Yozgat,Kadışehri,2016,7,1.5,427.0
Yozgat,Kadışehri,2016,8,3.6,394.0
Yozgat,Kadışehri,2016,9,33.5,328.0
Yozgat,Kadışehri,2016,10,5.4,302.0
Yozgat,Kadışehri,2016,11,34.1,252.0
Yozgat,Kadışehri,2016,12,54.2,197.0
Yozgat,Kadışehri,2017,1,55.5,234.0
Yozgat,Kadışehri,2017,2,8.8,253.0
Yozgat,Kadışehri,2017,3,52.6,306.0
Yozgat,Kadışehri,2017,4,51.7,331.0
Yozgat,Kadışehri,2017,5,90.4,326.0
Yozgat,Kadışehri,2017,6,55.2,401.0
Yozgat,Kadışehri,2017,7,5.3,414.0
Yozgat,Kadışehri,2017,8,2.8,373.0
Yozgat,Kadışehri,2017,9,3.4,344.0
Yozgat,Kadışehri,2017,10,35.7,282.0
Yozgat,Kadışehri,2017,11,35.8,234.0
Yozgat,Kadışehri,2017,12,61.5,217.0
Yozgat,Kadışehri,2018,1,59.5,171.0
Yozgat,Kadışehri,2018,2,31.7,233.0
Yozgat,Kadışehri,2018,3,88.9,245.0
Yozgat,Kadışehri,2018,4,12.7,357.0
Yozgat,Kadışehri,2018,5,103.2,351.0
Yozgat,Kadışehri,2018,6,34.9,404.0
Yozgat,Kadışehri,2018,7,6.5,421.0
Yozgat,Kadışehri,2018,8,6.9,401.0
Yozgat,Kadışehri,2018,9,12.6,317.0
Yozgat,Kadışehri,2018,10,41.6,294.0
Yozgat,Kadışehri,2018,11,14.3,220.0
Yozgat,Kadışehri,2018,12,94.8,173.0
Yozgat,Kadışehri,2019,1,82.4,214.0
Yozgat,Kadışehri,2019,2,20.7,210.0
Yozgat,Kadışehri,2019,3,41.1,264.0
Yozgat,Kadışehri,2019,4,65.0,252.0
Yozgat,Kadışehri,2019,5,43.3,361.0
Yozgat,Kadışehri,2019,6,67.4,393.0
Yozgat,Kadışehri,2019,7,15.6,399.0
Yozgat,Kadışehri,2019,8,26.9,377.0
Yozgat,Kadışehri,2019,9,12.9,308.0
Yozgat,Kadışehri,2019,10,12.1,292.0
Yozgat,Kadışehri,2019,11,36.7,252.0
Yozgat,Kadışehri,2019,12,72.6,167.0
Yozgat,Kadışehri,2020,1,58.5,158.0
Yozgat,Kadışehri,2020,2,66.5,197.0
Yozgat,Kadışehri,2020,3,64.1,234.0
Yozgat,Kadışehri,2020,4,35.8,299.0
Yozgat,Kadışehri,2020,5,62.4,346.0
Yozgat,Kadışehri,2020,6,36.7,409.0
Yozgat,Kadışehri,2020,7,1.8,418.0
Yozgat,Kadışehri,2020,8,4.6,405.0
Yozgat,Kadışehri,2020,9,2.4,342.0
Yozgat,Kadışehri,2020,10,5.1,318.0
Yozgat,Kadışehri,2020,11,15.8,230.0
Yozgat,Kadışehri,2020,12,13.5,230.0
Yozgat,Kadışehri,2021,1,51.9,224.0
Yozgat,Kadışehri,2021,2,28.9,252.0
Yozgat,Kadışehri,2021,3,87.9,249.0
Yozgat,Kadışehri,2021,4,51.0,267.0
Yozgat,Kadışehri,2021,5,39.2,363.0
Yozgat,Kadışehri,2021,6,37.3,416.0
Yozgat,Kadışehri,2021,7,16.9,424.0
Yozgat,Kadışehri,2021,8,36.3,365.0
Yozgat,Kadışehri,2021,9,35.6,305.0
Yozgat,Kadışehri,2021,10,17.5,289.0
Yozgat,Kadışehri,2021,11,67.9,212.0
Yozgat,Kadışehri,2021,12,27.8,222.0
Yozgat,Kadışehri,2022,1,82.5,179.0
Yozgat,Kadışehri,2022,2,36.2,187.0
Yozgat,Kadışehri,2022,3,75.1,206.0
Yozgat,Kadışehri,2022,4,58.5,321.0
Yozgat,Kadışehri,2022,5,84.2,321.0
Yozgat,Kadışehri,2022,6,83.5,369.0
Yozgat,Kadışehri,2022,7,3.3,390.0
Yozgat,Kadışehri,2022,8,1.5,395.0
Yozgat,Kadışehri,2022,9,17.2,322.0
Yozgat,Kadışehri,2022,10,40.0,252.0
Yozgat,Kadışehri,2022,11,34.4,232.0
Yozgat,Kadışehri,2022,12,25.3,247.0
Yozgat,Kadışehri,2023,1,11.5,263.0
Yozgat,Kadışehri,2023,2,38.2,220.0
Yozgat,Kadışehri,2023,3,131.8,232.0
Yozgat,Kadışehri,2023,4,110.1,286.0
Yozgat,Kadışehri,2023,5,81.7,327.0
Yozgat,Kadışehri,2023,6,113.4,343.0
Yozgat,Kadışehri,2023,7,28.2,424.0
Yozgat,Kadışehri,2023,8,1.4,393.0
Yozgat,Kadışehri,2023,9,15.0,329.0
Yozgat,Kadışehri,2023,10,30.2,280.0
Yozgat,Kadışehri,2023,11,71.8,237.0
Yozgat,Kadışehri,2023,12,49.9,207.0
Yozgat,Kadışehri,2024,1,81.7,193.0
Yozgat,Kadışehri,2024,2,11.5,244.0
Yozgat,Kadışehri,2024,3,69.7,251.0
Yozgat,Kadışehri,2024,4,21.9,311.0
Yozgat,Kadışehri,2024,5,131.0,310.0
Yozgat,Kadışehri,2024,6,13.5,421.0
Yozgat,Kadışehri,2024,7,19.9,421.0
Yozgat,Kadışehri,2024,8,27.4,386.0
Yozgat,Kadışehri,2024,9,27.5,317.0
Yozgat,Kadışehri,2024,10,21.1,283.0
Yozgat,Kadışehri,2024,11,55.6,218.0
Yozgat,Kadışehri,2024,12,23.0,209.0
Yozgat,Merkez,2015,1,51.7,225.0
Yozgat,Merkez,2015,2,57.4,226.0
Yozgat,Merkez,2015,3,111.7,270.0
Yozgat,Merkez,2015,4,59.7,335.0
Yozgat,Merkez,2015,5,63.2,374.0
Yozgat,Merkez,2015,6,99.8,390.0
Yozgat,Merkez,2015,7,3.0,425.0
Yozgat,Merkez,2015,8,7.6,391.0
Yozgat,Merkez,2015,9,11.6,348.0
Yozgat,Merkez,2015,10,38.8,266.0
Yozgat,Merkez,2015,11,18.8,255.0
Yozgat,Merkez,2015,12,10.5,270.0
Yozgat,Merkez,2016,1,127.4,173.0
Yozgat,Merkez,2016,2,39.3,244.0
Yozgat,Merkez,2016,3,79.5,290.0
Yozgat,Merkez,2016,4,26.4,354.0
Yozgat,Merkez,2016,5,118.8,361.0
Yozgat,Merkez,2016,6,35.9,399.0
Yozgat,Merkez,2016,7,3.7,432.0
Yozgat,Merkez,2016,8,0.7,403.0
Yozgat,Merkez,2016,9,7.7,344.0
Yozgat,Merkez,2016,10,4.6,320.0
Yozgat,Merkez,2016,11,31.8,248.0
Yozgat,Merkez,2016,12,57.6,208.0
Yozgat,Merkez,2017,1,44.8,241.0
Yozgat,Merkez,2017,2,14.1,264.0
Yozgat,Merkez,2017,3,52.6,306.0
Yozgat,Merkez,2017,4,54.2,335.0
Yozgat,Merkez,2017,5,82.0,345.0
Yozgat,Merkez,2017,6,52.8,400.0
Yozgat,Merkez,2017,7,1.2,433.0
Yozgat,Merkez,2017,8,13.6,404.0
Yozgat,Merkez,2017,9,5.3,349.0
Yozgat,Merkez,2017,10,26.0,291.0
Yozgat,Merkez,2017,11,56.1,227.0
Yozgat,Merkez,2017,12,73.5,233.0
Yozgat,Merkez,2018,1,62.4,197.0
Yozgat,Merkez,2018,2,47.4,236.0
Yozgat,Merkez,2018,3,97.1,265.0
Yozgat,Merkez,2018,4,15.4,360.0
Yozgat,Merkez,2018,5,92.6,353.0
Yozgat,Merkez,2018,6,65.0,409.0
Yozgat,Merkez,2018,7,2.6,430.0
Yozgat,Merkez,2018,8,0.7,405.0
Yozgat,Merkez,2018,9,4.5,341.0
Yozgat,Merkez,2018,10,45.9,308.0
Yozgat,Merkez,2018,11,22.8,226.0
Yozgat,Merkez,2018,12,97.6,178.0
Yozgat,Merkez,2019,1,68.1,205.0
Yozgat,Merkez,2019,2,41.9,209.0
Yozgat,Merkez,2019,3,30.0,295.0
Yozgat,Merkez,2019,4,58.8,255.0
Yozgat,Merkez,2019,5,32.5,362.0
Yozgat,Merkez,2019,6,54.0,397.0
Yozgat,Merkez,2019,7,16.7,414.0
Yozgat,Merkez,2019,8,38.6,391.0
Yozgat,Merkez,2019,9,5.7,335.0
Yozgat,Merkez,2019,10,12.4,321.0
Yozgat,Merkez,2019,11,31.0,255.0
Yozgat,Merkez,2019,12,64.0,167.0
Yozgat,Merkez,2020,1,40.4,182.0
Yozgat,Merkez,2020,2,72.8,195.0
Yozgat,Merkez,2020,3,49.2,260.0
Yozgat,Merkez,2020,4,33.7,317.0
Yozgat,Merkez,2020,5,63.1,379.0
Yozgat,Merkez,2020,6,44.3,415.0
Yozgat,Merkez,2020,7,0.6,434.0
Yozgat,Merkez,2020,8,3.2,406.0
Yozgat,Merkez,2020,9,2.1,345.0
Yozgat,Merkez,2020,10,8.7,321.0
Yozgat,Merkez,2020,11,18.3,251.0
Yozgat,Merkez,2020,12,20.7,230.0
Yozgat,Merkez,2021,1,61.9,234.0
Yozgat,Merkez,2021,2,28.6,251.0
Yozgat,Merkez,2021,3,88.7,249.0
Yozgat,Merkez,2021,4,53.1,272.0
Yozgat,Merkez,2021,5,29.9,382.0
Yozgat,Merkez,2021,6,49.3,411.0
Yozgat,Merkez,2021,7,4.6,430.0
Yozgat,Merkez,2021,8,33.7,374.0
Yozgat,Merkez,2021,9,36.2,323.0
Yozgat,Merkez,2021,10,6.3,323.0
Yozgat,Merkez,2021,11,72.4,219.0
Yozgat,Merkez,2021,12,48.4,219.0
Yozgat,Merkez,2022,1,91.7,192.0
Yozgat,Merkez,2022,2,58.3,198.0
Yozgat,Merkez,2022,3,59.6,243.0
Yozgat,Merkez,2022,4,47.7,337.0
Yozgat,Merkez,2022,5,66.4,329.0
Yozgat,Merkez,2022,6,90.5,385.0
Yozgat,Merkez,2022,7,3.9,421.0
Yozgat,Merkez,2022,8,1.5,406.0
Yozgat,Merkez,2022,9,20.8,336.0
Yozgat,Merkez,2022,10,34.8,289.0
Yozgat,Merkez,2022,11,21.5,244.0
Yozgat,Merkez,2022,12,40.8,241.0
Yozgat,Merkez,2023,1,17.9,260.0
Yozgat,Merkez,2023,2,26.3,235.0
Yozgat,Merkez,2023,3,120.1,240.0
Yozgat,Merkez,2023,4,130.3,320.0
Yozgat,Merkez,2023,5,114.7,356.0
Yozgat,Merkez,2023,6,131.5,363.0
Yozgat,Merkez,2023,7,22.0,435.0
Yozgat,Merkez,2023,8,2.5,400.0
Yozgat,Merkez,2023,9,10.0,343.0
Yozgat,Merkez,2023,10,21.2,293.0
Yozgat,Merkez,2023,11,93.8,239.0
Yozgat,Merkez,2023,12,47.4,224.0
Yozgat,Merkez,2024,1,87.0,214.0
Yozgat,Merkez,2024,2,17.8,253.0
Yozgat,Merkez,2024,3,52.4,281.0
Yozgat,Merkez,2024,4,53.6,318.0
Yozgat,Merkez,2024,5,123.3,333.0
Yozgat,Merkez,2024,6,28.1,415.0
Yozgat,Merkez,2024,7,22.1,428.0
Yozgat,Merkez,2024,8,16.2,399.0
Yozgat,Merkez,2024,9,33.9,328.0
Yozgat,Merkez,2024,10,5.3,318.0
Yozgat,Merkez,2024,11,52.0,215.0
Yozgat,Merkez,2024,12,33.4,209.0
Yozgat,Saraykent,2015,1,55.4,215.0
Yozgat,Saraykent,2015,2,41.8,228.0
